datetime_utc,unrealized,realized,daily
2025-09-23T21:15:26.905539+00:00,-192.50,0.00,58.88
2025-09-23T21:15:27.108875+00:00,-192.50,0.00,58.88
2025-09-23T21:15:27.324055+00:00,-192.50,0.00,58.88
2025-09-23T21:15:27.525192+00:00,-192.50,0.00,58.88
2025-09-23T21:15:27.726141+00:00,-192.50,0.00,58.88
2025-09-23T21:15:27.930136+00:00,-192.50,0.00,58.88
2025-09-23T21:15:28.132041+00:00,-192.50,0.00,58.88
2025-09-23T21:15:28.334703+00:00,-192.50,0.00,58.88
2025-09-23T21:15:28.537899+00:00,-192.50,0.00,58.88
2025-09-23T21:15:28.740958+00:00,-192.50,0.00,58.88
2025-09-23T21:15:28.955759+00:00,-192.50,0.00,58.88
2025-09-23T21:15:29.158028+00:00,-192.50,0.00,58.88
2025-09-23T21:15:29.372385+00:00,-192.50,0.00,58.88
2025-09-23T21:15:29.576255+00:00,-192.50,0.00,58.88
2025-09-23T21:15:29.780061+00:00,-192.50,0.00,58.88
2025-09-23T21:15:29.981979+00:00,-192.50,0.00,58.88
2025-09-23T21:15:30.185441+00:00,-192.50,0.00,58.88
2025-09-23T21:15:30.401224+00:00,-192.50,0.00,58.88
2025-09-23T21:15:30.602746+00:00,-192.50,0.00,58.88
2025-09-23T21:15:30.806889+00:00,-192.50,0.00,58.88
2025-09-23T21:15:31.007882+00:00,-192.50,0.00,58.88
2025-09-23T21:15:31.211316+00:00,-192.50,0.00,58.88
2025-09-23T21:15:31.414034+00:00,-192.50,0.00,58.88
2025-09-23T21:15:31.614594+00:00,-192.50,0.00,58.88
2025-09-23T21:15:31.820206+00:00,-192.50,0.00,58.88
2025-09-23T21:15:32.023089+00:00,-192.50,0.00,58.88
2025-09-23T21:15:32.226784+00:00,-192.50,0.00,58.88
2025-09-23T21:15:32.442141+00:00,-192.50,0.00,58.88
2025-09-23T21:15:32.646782+00:00,-192.50,0.00,58.88
2025-09-23T21:15:32.848925+00:00,-192.50,0.00,58.88
2025-09-23T21:15:33.051331+00:00,-192.50,0.00,58.88
2025-09-23T21:15:33.252240+00:00,-192.50,0.00,58.88
2025-09-23T21:15:33.457121+00:00,-192.50,0.00,58.88
2025-09-23T21:15:33.658118+00:00,-192.50,0.00,58.88
2025-09-23T21:15:33.862175+00:00,-192.50,0.00,58.88
2025-09-23T21:15:34.065305+00:00,-192.50,0.00,58.88
2025-09-23T21:15:34.268148+00:00,-192.50,0.00,58.88
2025-09-23T21:15:34.471041+00:00,-192.50,0.00,58.88
2025-09-23T21:15:34.673723+00:00,-192.50,0.00,58.88
2025-09-23T21:15:34.876819+00:00,-192.50,0.00,58.88
2025-09-23T21:15:35.077883+00:00,-192.50,0.00,58.88
2025-09-23T21:15:35.292265+00:00,-192.50,0.00,58.88
2025-09-23T21:15:35.493947+00:00,-192.50,0.00,58.88
2025-09-23T21:15:35.696310+00:00,-192.50,0.00,58.88
2025-09-23T21:15:35.898196+00:00,-192.50,0.00,58.88
2025-09-23T21:15:36.101144+00:00,-192.50,0.00,58.88
2025-09-23T21:15:36.303064+00:00,-192.50,0.00,58.88
2025-09-23T21:15:36.505607+00:00,-192.50,0.00,58.88
2025-09-23T21:15:36.708702+00:00,-192.50,0.00,58.88
2025-09-23T21:15:36.910121+00:00,-192.50,0.00,58.88
2025-09-23T21:15:37.111924+00:00,-192.50,0.00,58.88
2025-09-23T21:15:37.313929+00:00,-192.50,0.00,58.88
2025-09-23T21:15:37.516631+00:00,-192.50,0.00,58.88
2025-09-23T21:15:37.720903+00:00,-192.50,0.00,58.88
2025-09-23T21:15:37.937711+00:00,-192.50,0.00,58.88
2025-09-23T21:15:38.140303+00:00,-192.50,0.00,58.88
2025-09-23T21:15:38.343168+00:00,-192.50,0.00,58.88
2025-09-23T21:15:38.545303+00:00,-192.50,0.00,58.88
2025-09-23T21:15:38.748756+00:00,-192.50,0.00,58.88
2025-09-23T21:15:38.950947+00:00,-192.50,0.00,58.88
2025-09-23T21:15:39.152481+00:00,-192.50,0.00,58.88
2025-09-23T21:15:39.354112+00:00,-192.50,0.00,58.88
2025-09-23T21:15:39.556887+00:00,-192.50,0.00,58.88
2025-09-23T21:15:39.758833+00:00,-192.50,0.00,58.88
2025-09-23T21:15:39.960310+00:00,-192.50,0.00,58.88
2025-09-23T21:15:40.162622+00:00,-192.50,0.00,58.88
2025-09-23T21:15:40.367417+00:00,-192.50,0.00,58.88
2025-09-23T21:15:40.569219+00:00,-192.50,0.00,58.88
2025-09-23T21:15:40.773444+00:00,-192.50,0.00,58.88
2025-09-23T21:15:40.976267+00:00,-192.50,0.00,58.88
2025-09-23T21:15:41.177222+00:00,-192.50,0.00,58.88
2025-09-23T21:15:41.381592+00:00,-192.50,0.00,58.88
2025-09-23T21:15:41.586111+00:00,-192.50,0.00,58.88
2025-09-23T21:15:41.787591+00:00,-192.50,0.00,58.88
2025-09-23T21:15:42.001175+00:00,-192.50,0.00,58.88
2025-09-23T21:15:42.203343+00:00,-192.50,0.00,58.88
2025-09-23T21:15:42.405123+00:00,-192.50,0.00,58.88
2025-09-23T21:15:42.605632+00:00,-192.50,0.00,58.88
2025-09-23T21:15:42.808415+00:00,-192.50,0.00,58.88
2025-09-23T21:15:43.010686+00:00,-192.50,0.00,58.88
2025-09-23T21:15:43.213908+00:00,-192.50,0.00,58.88
2025-09-23T21:15:43.418206+00:00,-192.50,0.00,58.88
2025-09-23T21:15:43.620793+00:00,-192.50,0.00,58.88
2025-09-23T21:15:43.821490+00:00,-192.50,0.00,58.88
2025-09-23T21:15:44.023266+00:00,-192.50,0.00,58.88
2025-09-23T21:15:44.223630+00:00,-192.50,0.00,58.88
2025-09-23T21:15:44.438432+00:00,-192.50,0.00,58.88
2025-09-23T21:15:44.640236+00:00,-192.50,0.00,58.88
2025-09-23T21:15:44.842151+00:00,-192.50,0.00,58.88
2025-09-23T21:15:45.043317+00:00,-192.50,0.00,58.88
2025-09-23T21:15:45.258996+00:00,-192.50,0.00,58.88
2025-09-23T21:15:45.472480+00:00,-192.50,0.00,58.88
2025-09-23T21:15:45.676764+00:00,-192.50,0.00,58.88
2025-09-23T21:15:45.878894+00:00,-192.50,0.00,58.88
2025-09-23T21:15:46.079766+00:00,-192.50,0.00,58.88
2025-09-23T21:15:46.281742+00:00,-192.50,0.00,58.88
2025-09-23T21:15:46.486495+00:00,-192.50,0.00,58.88
2025-09-23T21:15:46.687403+00:00,-192.50,0.00,58.88
2025-09-23T21:15:46.902818+00:00,-192.50,0.00,58.88
2025-09-23T21:15:47.104867+00:00,-192.50,0.00,58.88
2025-09-23T21:15:47.308841+00:00,-192.50,0.00,58.88
2025-09-23T21:15:47.509659+00:00,-192.50,0.00,58.88
2025-09-23T21:15:47.712149+00:00,-192.50,0.00,58.88
2025-09-23T21:15:47.915210+00:00,-192.50,0.00,58.88
2025-09-23T21:15:48.117997+00:00,-192.50,0.00,58.88
2025-09-23T21:15:48.321317+00:00,-192.50,0.00,58.88
2025-09-23T21:15:48.524566+00:00,-192.50,0.00,58.88
2025-09-23T21:15:48.729384+00:00,-192.50,0.00,58.88
2025-09-23T21:15:48.935072+00:00,-192.50,0.00,58.88
