time_utc,unrealized,realized,daily
2025-09-23T21:11:54Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:11:54Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:11:55Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:11:55Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:11:56Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:11:56Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:11:57Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:11:57Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:11:58Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:11:58Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:11:59Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:12:00Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:12:00Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:12:01Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:12:01Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:12:02Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:12:02Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:12:03Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:12:03Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:12:04Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:12:04Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:12:05Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:12:05Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:12:06Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:12:06Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:12:07Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:12:07Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:12:08Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:12:08Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:12:09Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:12:09Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:12:10Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:12:10Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:12:11Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:12:11Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:12:12Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:12:12Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:12:13Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:12:13Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:12:14Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:12:14Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:12:15Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:12:15Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:12:16Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:12:16Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:12:17Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:12:17Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:12:18Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:12:18Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:12:19Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:12:19Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:12:20Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:12:20Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:12:21Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:12:22Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:12:22Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:12:23Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:12:23Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:12:24Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:12:24Z,-194.50034700054607,0.0,56.875796871578665
